method,distribution,n,m,load_factor,num_hash_functions,trial,insert_time_total,insert_time_per_op,search_time_total,search_time_per_op,search_comparisons_total,search_comparisons_avg,max_chain_length,average_chain_length,non_empty_buckets,empty_buckets,chain_length_stdev,collision_count,unique_keys,p,coefficients
universal,uniform,1000,500,2.0,3,21,0.0025112910007010214,2.5112910007010214e-06,0.0009922499993990641,1.9844999987981282e-06,2004,4.008,9,1.93,440,60,1.3509626197641442,525,965,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,uniform,1000,500,2.0,1,22,0.0012911669982713647,1.2911669982713647e-06,0.00037595899993903004,7.519179998780601e-07,934,1.868,6,1.932,441,59,1.294363163876352,525,966,,
universal,uniform,1000,500,2.0,3,22,0.002533999999286607,2.533999999286607e-06,0.0009943330005626194,1.988666001125239e-06,1929,3.858,8,1.932,426,74,1.4139929278465293,540,966,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,uniform,1000,500,2.0,1,23,0.001280208998650778,1.280208998650778e-06,0.00036145799822406843,7.229159964481369e-07,933,1.866,7,1.898,443,57,1.299075055568384,506,949,,
universal,uniform,1000,500,2.0,3,23,0.002506917000573594,2.506917000573594e-06,0.0009838330006459728,1.9676660012919456e-06,1920,3.84,7,1.898,434,66,1.3264976441743122,515,949,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,uniform,1000,500,2.0,1,24,0.001281124998058658,1.281124998058658e-06,0.00036529199860524386,7.305839972104877e-07,915,1.83,6,1.906,442,58,1.3027524707326408,511,953,,
universal,uniform,1000,500,2.0,3,24,0.0025022500012710225,2.5022500012710225e-06,0.0009811660020204727,1.9623320040409455e-06,1844,3.688,6,1.906,430,70,1.3225596394870063,523,953,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,uniform,1000,500,2.0,1,25,0.001278416999412002,1.278416999412002e-06,0.0003738750019692816,7.477500039385632e-07,984,1.968,7,1.906,424,76,1.324070995075415,529,953,,
universal,uniform,1000,500,2.0,3,25,0.0025350000032631215,2.5350000032631215e-06,0.0009859579986368772,1.9719159972737543e-06,1841,3.682,7,1.906,432,68,1.3539438688512904,521,953,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,uniform,1000,500,2.0,1,26,0.0012827079990529455,1.2827079990529456e-06,0.00036433299828786403,7.286659965757281e-07,900,1.8,7,1.898,435,65,1.3143804624232664,514,949,,
universal,uniform,1000,500,2.0,3,26,0.0025176250019285362,2.5176250019285364e-06,0.0009925409976858646,1.985081995371729e-06,1897,3.794,8,1.898,424,76,1.4183074419885133,525,949,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,uniform,1000,500,2.0,1,27,0.0012807909988623578,1.2807909988623577e-06,0.0003651249971881043,7.302499943762086e-07,956,1.912,7,1.91,429,71,1.34532523948672,526,955,,
universal,uniform,1000,500,2.0,3,27,0.0025103750012931414,2.5103750012931416e-06,0.0010020829977293033,2.0041659954586067e-06,1972,3.944,7,1.91,442,58,1.2545517127643644,513,955,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,uniform,1000,500,2.0,1,28,0.0012790420005330816,1.2790420005330815e-06,0.00037408299976959825,7.481659995391965e-07,975,1.95,9,1.922,434,66,1.3608512042100709,527,961,,
universal,uniform,1000,500,2.0,3,28,0.002526709002268035,2.526709002268035e-06,0.0009910000007948838,1.9820000015897676e-06,1955,3.91,7,1.922,425,75,1.3971098739898735,536,961,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,uniform,1000,500,2.0,1,29,0.0012914159997308161,1.2914159997308162e-06,0.00037483300184248947,7.496660036849789e-07,918,1.836,6,1.904,436,64,1.2817113559612399,516,952,,
universal,uniform,1000,500,2.0,3,29,0.0025243329982913565,2.5243329982913566e-06,0.0009908749998430721,1.9817499996861443e-06,1859,3.718,7,1.904,416,84,1.4180211564007077,536,952,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,sorted,1000,500,2.0,1,0,0.0012741669997922145,1.2741669997922145e-06,0.000356249998731073,7.12499997462146e-07,757,1.514,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,0,0.00256045799687854,2.56045799687854e-06,0.0010261249990435317,2.0522499980870635e-06,2026,4.052,7,2.0,427,73,1.4127986409959488,573,1000,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,sorted,1000,500,2.0,1,1,0.001294624998990912,1.294624998990912e-06,0.00035845800084643997,7.169160016928799e-07,763,1.526,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,1,0.002560082997661084,2.560082997661084e-06,0.0010321250010747463,2.0642500021494924e-06,2203,4.406,6,2.0,429,71,1.4212670403551895,571,1000,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,sorted,1000,500,2.0,1,2,0.0012882090013590641,1.2882090013590642e-06,0.0003562080019037239,7.124160038074479e-07,750,1.5,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,2,0.0025452500012761448,2.545250001276145e-06,0.0010110830007761251,2.0221660015522503e-06,1881,3.762,7,2.0,459,41,1.2099586769803339,541,1000,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,sorted,1000,500,2.0,1,3,0.001269417000003159,1.2694170000031591e-06,0.0003550420005922206,7.100840011844412e-07,752,1.504,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,3,0.002569541997218039,2.569541997218039e-06,0.0010234159999527037,2.0468319999054072e-06,2194,4.388,8,2.0,420,80,1.5414279094398156,580,1000,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,sorted,1000,500,2.0,1,4,0.00128249999761465,1.28249999761465e-06,0.00036308299968368374,7.261659993673674e-07,739,1.478,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,4,0.00257074999899487,2.57074999899487e-06,0.0010067920011351816,2.0135840022703635e-06,1792,3.584,7,2.0,455,45,1.2,545,1000,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,sorted,1000,500,2.0,1,5,0.001286999999138061,1.2869999991380609e-06,0.0003529169989633374,7.058339979266748e-07,745,1.49,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,5,0.0025724999977683183,2.5724999977683184e-06,0.0010245829980704002,2.0491659961408003e-06,2048,4.096,8,2.0,432,68,1.4518953130305228,568,1000,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,sorted,1000,500,2.0,1,6,0.0012898749992018566,1.2898749992018566e-06,0.0003500829989206977,7.001659978413954e-07,742,1.484,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,6,0.002570708998973714,2.5707089989737144e-06,0.0010238750001008157,2.0477500002016315e-06,1944,3.888,6,2.0,429,71,1.4014278433083882,571,1000,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,sorted,1000,500,2.0,1,7,0.0012711249983112793,1.2711249983112794e-06,0.0003602090000640601,7.204180001281202e-07,755,1.51,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,7,0.002559459000622155,2.559459000622155e-06,0.0010034170009021182,2.006834001804236e-06,1757,3.514,6,2.0,443,57,1.2345039489608771,557,1000,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,sorted,1000,500,2.0,1,8,0.001273000001674518,1.273000001674518e-06,0.0003510829992592335,7.02165998518467e-07,773,1.546,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,8,0.002557333998993272,2.557333998993272e-06,0.0010194159985985607,2.0388319971971213e-06,1937,3.874,6,2.0,450,50,1.2016655108639842,550,1000,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,sorted,1000,500,2.0,1,9,0.0012891669975942932,1.2891669975942933e-06,0.0003507090004859492,7.014180009718985e-07,740,1.48,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,9,0.0025601670022297185,2.5601670022297183e-06,0.001012041000649333,2.024082001298666e-06,1803,3.606,6,2.0,437,63,1.3084341787036902,563,1000,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,sorted,1000,500,2.0,1,10,0.0012751670001307502,1.2751670001307501e-06,0.00035524999839253724,7.104999967850745e-07,746,1.492,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,10,0.0025749999986146577,2.5749999986146576e-06,0.0010164170016651042,2.0328340033302082e-06,1780,3.56,7,2.0,453,47,1.2214745187681977,547,1000,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,sorted,1000,500,2.0,1,11,0.0012837499998568092,1.283749999856809e-06,0.00035283300167066045,7.056660033413209e-07,757,1.514,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,11,0.002539749999414198,2.539749999414198e-06,0.0010092080010508653,2.0184160021017306e-06,1906,3.812,7,2.0,445,55,1.3579396157414365,555,1000,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,sorted,1000,500,2.0,1,12,0.0012866670003859326,1.2866670003859326e-06,0.0003546250009094365,7.092500018188729e-07,754,1.508,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,12,0.002546041003370192,2.546041003370192e-06,0.0010343750000174623,2.0687500000349247e-06,2182,4.364,8,2.0,433,67,1.4505171491574995,567,1000,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,sorted,1000,500,2.0,1,13,0.001285624999582069,1.285624999582069e-06,0.0003547080013959203,7.094160027918406e-07,751,1.502,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,13,0.002532082999096019,2.5320829990960194e-06,0.0010131670023838524,2.0263340047677046e-06,2033,4.066,9,2.0,426,74,1.469693845669907,574,1000,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,sorted,1000,500,2.0,1,14,0.0012983749984414317,1.2983749984414317e-06,0.0003767080015677493,7.534160031354986e-07,749,1.498,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,14,0.0026582909995340742,2.6582909995340743e-06,0.0010296660002495628,2.0593320004991256e-06,1888,3.776,5,2.0,437,63,1.2361229712289954,563,1000,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,sorted,1000,500,2.0,1,15,0.0012699580001935828,1.2699580001935828e-06,0.0003623749980761204,7.247499961522407e-07,756,1.512,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,15,0.002611667001474416,2.611667001474416e-06,0.0010017919994425029,2.003583998885006e-06,1770,3.54,6,2.0,441,59,1.245792920191795,559,1000,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,sorted,1000,500,2.0,1,16,0.0012852500003646128,1.2852500003646128e-06,0.0003601669995987322,7.203339991974644e-07,746,1.492,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,16,0.002572124998550862,2.572124998550862e-06,0.0010289580022799782,2.0579160045599564e-06,2017,4.034,8,2.0,429,71,1.4805404418657397,571,1000,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,sorted,1000,500,2.0,1,17,0.0012767499974870589,1.276749997487059e-06,0.0003627920013968833,7.255840027937665e-07,786,1.572,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,17,0.002576209000835661,2.5762090008356607e-06,0.0010202080011367798,2.0404160022735597e-06,1873,3.746,6,2.0,458,42,1.1541230437002807,542,1000,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,sorted,1000,500,2.0,1,18,0.0012795420007023495,1.2795420007023494e-06,0.0003575830014597159,7.151660029194318e-07,758,1.516,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,18,0.002593084002000978,2.5930840020009783e-06,0.001163458000519313,2.326916001038626e-06,1768,3.536,7,2.0,430,70,1.354990774876346,570,1000,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,sorted,1000,500,2.0,1,19,0.001295082998694852,1.295082998694852e-06,0.0003571249981177971,7.142499962355941e-07,764,1.528,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,19,0.002754166998784058,2.754166998784058e-06,0.0010392080002930015,2.078416000586003e-06,1839,3.678,7,2.0,453,47,1.2132600710482482,547,1000,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,sorted,1000,500,2.0,1,20,0.0013299579986778554,1.3299579986778553e-06,0.00035525000203051604,7.10500004061032e-07,767,1.534,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,20,0.0025994159987021703,2.5994159987021703e-06,0.0010235419977107085,2.047083995421417e-06,1834,3.668,6,2.0,447,53,1.2976902558006669,553,1000,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,sorted,1000,500,2.0,1,21,0.001289208001253428,1.289208001253428e-06,0.00035924999974668026,7.184999994933606e-07,763,1.526,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,21,0.0025629160008975305,2.5629160008975306e-06,0.0010213749992544763,2.0427499985089527e-06,1913,3.826,6,2.0,447,53,1.2263767773404712,553,1000,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,sorted,1000,500,2.0,1,22,0.0012745419990096707,1.2745419990096706e-06,0.0003577499992388766,7.154999984777532e-07,772,1.544,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,22,0.0025812499989115167,2.5812499989115166e-06,0.0010264169977745041,2.0528339955490085e-06,1995,3.99,7,2.0,447,53,1.3446189051177289,553,1000,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,sorted,1000,500,2.0,1,23,0.001279333999264054,1.279333999264054e-06,0.00035666699841385707,7.133339968277141e-07,762,1.524,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,23,0.002570333999756258,2.570333999756258e-06,0.0010174580020247959,2.034916004049592e-06,1920,3.84,7,2.0,435,65,1.3023056476879764,565,1000,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,sorted,1000,500,2.0,1,24,0.0012711659983324353,1.2711659983324353e-06,0.00035954199847765267,7.190839969553054e-07,747,1.494,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,24,0.0025682919986138586,2.5682919986138588e-06,0.0010166249994654208,2.0332499989308415e-06,1874,3.748,6,2.0,448,52,1.289961239727768,552,1000,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,sorted,1000,500,2.0,1,25,0.0012887499979115091,1.2887499979115091e-06,0.00036204199932399206,7.240839986479841e-07,767,1.534,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,25,0.0025605830014683306,2.5605830014683306e-06,0.0010175839997828007,2.0351679995656012e-06,1845,3.69,6,2.0,455,45,1.2231107881136525,545,1000,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,sorted,1000,500,2.0,1,26,0.0012740000020130537,1.2740000020130538e-06,0.00035650000063469633,7.130000012693927e-07,756,1.512,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,26,0.002575333997810958,2.575333997810958e-06,0.001000874999590451,2.0017499991809017e-06,1742,3.484,6,2.0,452,48,1.2231107881136525,548,1000,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,sorted,1000,500,2.0,1,27,0.001276290997338947,1.2762909973389468e-06,0.00035195799864595756,7.039159972919151e-07,757,1.514,2,2.0,500,0,0.0,500,1000,,
universal,sorted,1000,500,2.0,3,27,0.0025583749993529636,2.5583749993529637e-06,0.0010242499993182719,2.0484999986365437e-06,1863,3.726,6,2.0,461,39,1.1730302638892145,539,1000,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,sorted,1000,500,2.0,1,28,0.001279708001675317,1.279708001675317e-06,0.00035166599991498515,7.033319998299704e-07,753,1.506,2,2.0,500,0,0.0,500,1000,,
